engine_id,time_in_cycles,op_setting_1,op_setting_2,op_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21,RUL,sensor_1_rmean,sensor_1_rstd,sensor_2_rmean,sensor_2_rstd,sensor_3_rmean,sensor_3_rstd,sensor_4_rmean,sensor_4_rstd,sensor_5_rmean,sensor_5_rstd,sensor_6_rmean,sensor_6_rstd,sensor_7_rmean,sensor_7_rstd,sensor_8_rmean,sensor_8_rstd,sensor_9_rmean,sensor_9_rstd,sensor_10_rmean,sensor_10_rstd,sensor_11_rmean,sensor_11_rstd,sensor_12_rmean,sensor_12_rstd,sensor_13_rmean,sensor_13_rstd,sensor_14_rmean,sensor_14_rstd,sensor_15_rmean,sensor_15_rstd,sensor_16_rmean,sensor_16_rstd,sensor_17_rmean,sensor_17_rstd,sensor_18_rmean,sensor_18_rstd,sensor_19_rmean,sensor_19_rstd,sensor_20_rmean,sensor_20_rstd,sensor_21_rmean,sensor_21_rstd,sensor_1_diff,sensor_2_diff,sensor_3_diff,sensor_4_diff,sensor_5_diff,sensor_6_diff,sensor_7_diff,sensor_8_diff,sensor_9_diff,sensor_10_diff,sensor_11_diff,sensor_12_diff,sensor_13_diff,sensor_14_diff,sensor_15_diff,sensor_16_diff,sensor_17_diff,sensor_18_diff,sensor_19_diff,sensor_20_diff,sensor_21_diff
1,1,-0.0007,-0.0004,100.0,518.67,641.82,1589.7,1400.6,14.62,21.61,554.36,2388.06,9046.19,1.3,47.47,521.66,2388.02,8138.62,8.4195,0.03,392,2388,100.0,39.06,23.419,191.0,518.67,,641.82,,1589.7,,1400.6,,14.62,,21.61,,554.36,,2388.06,,9046.19,,1.3,,47.47,,521.66,,2388.02,,8138.62,,8.4195,,0.03,,392.0,,2388.0,,100.0,,39.06,,23.419,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2,0.0019,-0.0003,100.0,518.67,642.15,1591.82,1403.14,14.62,21.61,553.75,2388.04,9044.07,1.3,47.49,522.28,2388.07,8131.49,8.4318,0.03,392,2388,100.0,39.0,23.4236,190.0,518.67,0.0,641.985,0.23334523779150923,1590.76,1.4990663761154035,1401.87,1.7960512242140463,14.62,0.0,21.61,0.0,554.0550000000001,0.4313351365238438,2388.05,0.014142135623878865,9045.130000000001,1.4990663761166898,1.3,0.0,47.480000000000004,0.014142135623730649,521.97,0.4384062043356225,2388.045,0.035355339059455995,8135.055,5.041671349860483,8.425650000000001,0.008697413408594989,0.03,0.0,392.0,0.0,2388.0,0.0,100.0,0.0,39.03,0.04242640687119446,23.421300000000002,0.0032526911934568185,0.0,0.32999999999992724,2.119999999999891,2.540000000000191,0.0,0.0,-0.6100000000000136,-0.01999999999998181,-2.1200000000008004,0.0,0.020000000000003126,0.6200000000000045,0.0500000000001819,-7.130000000000109,0.012300000000001532,0.0,0.0,0.0,0.0,-0.060000000000002274,0.0045999999999999375
1,3,-0.0043,0.0003,100.0,518.67,642.35,1587.99,1404.2,14.62,21.61,554.26,2388.08,9052.94,1.3,47.27,522.42,2388.03,8133.23,8.4178,0.03,390,2388,100.0,38.95,23.3442,189.0,518.67,0.0,642.1066666666667,0.2676440422152594,1589.8366666666668,1.9186540421173066,1402.6466666666668,1.8500090089872667,14.62,0.0,21.61,0.0,554.1233333333333,0.32715949219508944,2388.06,0.01999999999998181,9047.733333333334,4.632022596375676,1.3,0.0,47.410000000000004,0.12165525060596487,522.12,0.4044749683230884,2388.0400000000004,0.026457513110686295,8134.446666666667,3.717449842746534,8.423033333333334,0.007639589866828332,0.03,0.0,391.3333333333333,1.1547005383792432,2388.0,0.0,100.0,0.0,39.00333333333334,0.055075705472861676,23.3956,0.04457308604976856,0.0,0.20000000000004547,-3.8299999999999272,1.0599999999999454,0.0,0.0,0.5099999999999909,0.03999999999996362,8.8700000000008,0.0,-0.21999999999999886,0.13999999999998636,-0.03999999999996362,1.7399999999997817,-0.014000000000001123,0.0,-2.0,0.0,0.0,-0.04999999999999716,-0.07939999999999969
1,4,0.0007,0.0,100.0,518.67,642.35,1582.79,1401.87,14.62,21.61,554.45,2388.11,9049.48,1.3,47.13,522.86,2388.08,8133.83,8.3682,0.03,392,2388,100.0,38.88,23.3739,188.0,518.67,0.0,642.1675,0.25011663945712914,1588.075,3.855908885507118,1402.4524999999999,1.5596447245020688,14.62,0.0,21.61,0.0,554.205,0.31310275203732674,2388.0725,0.029860788111952766,9048.17,3.881554671348465,1.3,0.0,47.34,0.17165857586111713,522.305,0.4959502663237833,2388.05,0.02943920288771984,8134.2925,3.050905603259772,8.409324999999999,0.02811729894566766,0.03,0.0,391.5,0.9999999999999952,2388.0,0.0,100.0,0.0,38.972500000000004,0.07632168761236967,23.390175,0.037976692413462396,0.0,0.0,-5.2000000000000455,-2.3300000000001546,0.0,0.0,0.19000000000005457,0.03000000000020009,-3.460000000000946,0.0,-0.14000000000000057,0.44000000000005457,0.04999999999972715,0.6000000000003638,-0.049599999999999866,0.0,2.0,0.0,0.0,-0.07000000000000028,0.029699999999998283
1,5,-0.0019,-0.0002,100.0,518.67,642.37,1582.85,1406.22,14.62,21.61,554.0,2388.06,9055.15,1.3,47.28,522.19,2388.04,8133.8,8.4294,0.03,393,2388,100.0,38.9,23.4044,187.0,518.67,0.0,642.208,0.23477648945326032,1587.03,4.075677857731061,1403.206,2.1594397421554934,14.62,0.0,21.61,0.0,554.164,0.2862341698679803,2388.07,0.026457513110675557,9049.566,4.587366346826665,1.3,0.0,47.328,0.1510629008062543,522.2819999999999,0.4325736931436925,2388.048,0.025884358211077006,8134.194,2.6513260833027052,8.41334,0.025952610658660613,0.03,0.0,391.8,1.095445115010327,2388.0,0.0,100.0,0.0,38.958000000000006,0.07362064927722592,23.39302,0.03349838802091893,0.0,0.01999999999998181,0.05999999999994543,4.350000000000136,0.0,0.0,-0.4500000000000455,-0.0500000000001819,5.670000000000073,0.0,0.14999999999999858,-0.6699999999999591,-0.03999999999996362,-0.02999999999974534,0.06119999999999948,0.0,1.0,0.0,0.0,0.01999999999999602,0.03049999999999997
1,6,-0.0043,-0.0001,100.0,518.67,642.1,1584.47,1398.37,14.62,21.61,554.67,2388.02,9049.68,1.3,47.16,521.68,2388.03,8132.85,8.4108,0.03,391,2388,100.0,38.98,23.3669,186.0,518.67,0.0,642.19,0.2145693361130494,1586.6033333333332,3.792253507700371,1402.3999999999999,2.7619485875013043,14.62,0.0,21.61,0.0,554.2483333333333,0.3289630171716411,2388.0616666666665,0.03125166662231743,9049.585000000001,4.103329136201268,1.3,0.0,47.300000000000004,0.15152557539900852,522.1816666666667,0.4583630293410103,2388.045,0.024289915602963893,8133.97,2.434066556197785,8.412916666666666,0.02323587025843202,0.03,0.0,391.6666666666667,1.0327955589886424,2388.0,0.0,100.0,0.0,38.961666666666666,0.06645800679125757,23.388666666666666,0.03180287198771026,0.0,-0.2699999999999818,1.6200000000001182,-7.850000000000136,0.0,0.0,0.6699999999999591,-0.03999999999996362,-5.469999999999345,0.0,-0.12000000000000455,-0.5100000000001046,-0.009999999999763531,-0.9499999999998181,-0.018599999999999284,0.0,-2.0,0.0,0.0,0.0799999999999983,-0.03749999999999787
1,7,0.001,0.0001,100.0,518.67,642.48,1592.32,1397.77,14.62,21.61,554.34,2388.02,9059.13,1.3,47.36,522.32,2388.03,8132.32,8.3974,0.03,392,2388,100.0,39.1,23.3774,185.0,518.67,0.0,642.2314285714285,0.22445701677816718,1587.42,4.080800575050574,1401.7385714285715,3.069101000681005,14.62,0.0,21.61,0.0,554.2614285714286,0.30229282555322906,2388.055714285714,0.032586880211430316,9050.948571428571,5.200613516920238,1.3,0.0,47.30857142857143,0.14016996485559763,522.2014285714286,0.4216803122203899,2388.042857142857,0.02288688541083567,8133.734285714286,2.3078478946330314,8.4107,0.022007195792891933,0.03,0.0,391.7142857142857,0.9511897312113392,2388.0,0.0,100.0,0.0,38.98142857142857,0.08008923594519796,23.387057142857145,0.029342566187642777,0.0,0.37999999999999545,7.849999999999909,-0.599999999999909,0.0,0.0,-0.32999999999992724,0.0,9.449999999998909,0.0,0.20000000000000284,0.6400000000001,0.0,-0.5300000000006548,-0.013400000000000745,0.0,1.0,0.0,0.0,0.12000000000000455,0.010500000000000398
1,8,-0.0034,0.0003,100.0,518.67,642.56,1582.96,1400.97,14.62,21.61,553.85,2388.0,9040.8,1.3,47.24,522.47,2388.03,8131.07,8.4076,0.03,391,2388,100.0,38.97,23.3106,184.0,518.67,0.0,642.2725,0.23807261797311757,1586.8625,4.09394587862886,1401.6425,2.854398860906267,14.62,0.0,21.61,0.0,554.21,0.3154135607194436,2388.04875,0.03603074084345097,9049.68,6.004731467767553,1.3,0.0,47.3,0.13201731488169208,522.235,0.40178174601214184,2388.04125,0.0216712449375282,8133.40125,2.335076857101526,8.4103125,0.020404161865378873,0.03,0.0,391.625,0.9161253813129023,2388.0,0.0,100.0,0.0,38.980000000000004,0.07425823667638243,23.3775,0.03832362195826422,0.0,0.07999999999992724,-9.3599999999999,3.2000000000000455,0.0,0.0,-0.4900000000000091,-0.01999999999998181,-18.329999999999927,0.0,-0.11999999999999744,0.14999999999997726,0.0,-1.25,0.010200000000001097,0.0,-1.0,0.0,0.0,-0.13000000000000256,-0.06680000000000064
1,9,0.0008,0.0001,100.0,518.67,642.12,1590.98,1394.8,14.62,21.61,553.69,2388.05,9046.46,1.3,47.29,521.79,2388.05,8125.69,8.3728,0.03,392,2388,100.0,39.05,23.4066,183.0,518.67,0.0,642.2555555555556,0.2284245559868225,1587.32,4.068058504987329,1400.8822222222223,3.5116014073987114,14.62,0.0,21.61,0.0,554.1522222222222,0.3421906551097561,2388.0488888888885,0.03370624736043689,9049.322222222221,5.718543909461888,1.3,0.0,47.29888888888889,0.12353586973471097,522.1855555555555,0.4040455144878951,2388.0422222222223,0.02048034287906414,8132.544444444444,3.3731369343352724,8.406144444444443,0.022817597984401753,0.03,0.0,391.6666666666667,0.8660254037844363,2388.0,0.0,100.0,0.0,38.98777777777778,0.07327649312326755,23.380733333333335,0.03713761570160337,0.0,-0.4399999999999409,8.019999999999982,-6.170000000000073,0.0,0.0,-0.15999999999996817,0.0500000000001819,5.6599999999998545,0.0,0.04999999999999716,-0.6800000000000637,0.01999999999998181,-5.380000000000109,-0.03480000000000061,0.0,1.0,0.0,0.0,0.0799999999999983,0.09600000000000009
1,10,-0.0033,0.0001,100.0,518.67,641.71,1591.24,1400.46,14.62,21.61,553.59,2388.05,9051.7,1.3,47.03,521.79,2388.06,8129.38,8.4286,0.03,393,2388,100.0,38.95,23.4694,182.0,518.67,0.0,642.201,0.275940814910224,1587.712,4.030750688285137,1400.84,3.313460762137131,14.62,0.0,21.61,0.0,554.096,0.3683657602619035,2388.049,0.03178049716430595,9049.560000000001,5.44367522910755,1.3,0.0,47.272000000000006,0.14420664185659335,522.146,0.4009488745463927,2388.0440000000003,0.020110804171985058,8132.228,3.3339459437060577,8.40839,0.022654332428429177,0.03,0.0,391.8,0.9189365834726771,2388.0,0.0,100.0,0.0,38.984,0.07011102306738505,23.3896,0.04485683398943325,0.0,-0.40999999999996817,0.2599999999999909,5.660000000000082,0.0,0.0,-0.10000000000002274,0.0,5.240000000001601,0.0,-0.259999999999998,0.0,0.009999999999763531,3.6900000000005093,0.05579999999999963,0.0,1.0,0.0,0.0,-0.09999999999999432,0.0627999999999993
